SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,April-24-2023,Condo/Co-op,2030 13th Ave W #202,Seattle,WA,98119,645000,2,2.0,Queen Anne,1368,,1978,,471,588,Sold,,,https://www.redfin.com/WA/Seattle/2030-13th-Ave-W-98119/unit-202/home/16867,NWMLS as Distributed by MLS Grid,2043316,N,Y,47.6375889,-122.3735321
PAST SALE,January-4-2023,Single Family Residential,1606 3rd Ave W,Seattle,WA,98119,1345000,5,3.0,Queen Anne,2870,3600,1912,,469,,Sold,,,https://www.redfin.com/WA/Seattle/1606-3rd-Ave-W-98119/home/134533,NWMLS as Distributed by MLS Grid,2019311,N,Y,47.6338506,-122.3607629
PAST SALE,April-18-2023,Condo/Co-op,348 W Olympic Pl #303,Seattle,WA,98119,899950,2,1.0,Queen Anne,1300,,1929,,692,979,Sold,,,https://www.redfin.com/WA/Seattle/348-W-Olympic-Pl-98119/unit-303/home/72034,NWMLS as Distributed by MLS Grid,2046920,N,Y,47.6269998,-122.3627728
PAST SALE,April-20-2023,Condo/Co-op,275 W Roy St #310,Seattle,WA,98119,415000,1,1.0,Queen Anne,598,,1982,,694,437,Sold,,,https://www.redfin.com/WA/Seattle/275-W-Roy-St-98119/unit-310/home/4921,NWMLS as Distributed by MLS Grid,2039809,N,Y,47.6255231,-122.3599262
PAST SALE,September-29-2023,Condo/Co-op,3030 14th Ave W #301,Seattle,WA,98119,615000,2,2.0,Queen Anne,1029,,1979,,598,583,Sold,,,https://www.redfin.com/WA/Seattle/3030-14th-Ave-W-98119/unit-301/home/21557,NWMLS as Distributed by MLS Grid,2157401,N,Y,47.6475453,-122.3745959
PAST SALE,August-14-2023,Condo/Co-op,2625 13th Ave W #305,Seattle,WA,98119,550000,2,2.0,Queen Anne,1019,,1977,,540,527,Sold,,,https://www.redfin.com/WA/Seattle/2625-13th-Ave-W-98119/unit-305/home/12982,NWMLS as Distributed by MLS Grid,2133701,N,Y,47.6436594,-122.3744894
PAST SALE,August-17-2023,Single Family Residential,1940 9th Ave W,Seattle,WA,98119,1375000,3,3.5,Queen Anne,2000,2558,2002,,688,,Sold,,,https://www.redfin.com/WA/Seattle/1940-9th-Ave-W-98119/home/134799,NWMLS as Distributed by MLS Grid,2128662,N,Y,47.6371412,-122.3686635
PAST SALE,December-14-2022,Condo/Co-op,348 W Olympic Pl #107,Seattle,WA,98119,460000,1,1.0,Queen Anne,651,,1929,,707,490,Sold,,,https://www.redfin.com/WA/Seattle/348-W-Olympic-Pl-98119/unit-107/home/69454,NWMLS as Distributed by MLS Grid,2017602,N,Y,47.6269998,-122.3627728
PAST SALE,April-10-2023,Townhouse,1519 5th Ave W #2,Seattle,WA,98119,549995,2,1.0,Queen Anne,814,1208,1956,,676,1130,Sold,,,https://www.redfin.com/WA/Seattle/1519-5th-Ave-W-98119/unit-2/home/12092793,NWMLS as Distributed by MLS Grid,2038442,N,Y,47.6329535,-122.3641493
PAST SALE,September-8-2023,Single Family Residential,3032 11th Ave W,Seattle,WA,98119,900000,3,2.0,Queen Anne,1640,5000,1922,,549,,Sold,,,https://www.redfin.com/WA/Seattle/3032-11th-Ave-W-98119/home/131586,NWMLS as Distributed by MLS Grid,2144269,N,Y,47.6478381,-122.3712922
