SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,Description
PAST SALE,May-30-2023,Single Family Residential,9238 Evanston Ave N,Seattle,WA,98103,690000,2.0,1.0,Greenwood,730,5663.0,1940.0,,945,,Sold,,,https://www.redfin.com/WA/Seattle/9238-Evanston-Ave-N-98103/home/99012,NWMLS as Distributed by MLS Grid,2065664.0,N,Y,47.6971643,-122.35101409999999,"INVESTORS & homebuyers- Check out this FULLY updated, super charming, Greenwood bungalow on large lot w/a detached 2-car, oversized garage & 2-car plus, covered carport. Come be impressed by the updated, modern kitchen including new kitchen cabinets, countertop & appliances. Kitchen has sliding glass door to oversized deck & PRIVATE back yard-a wonderful space for indoor/outdoor living, gardening & entertaining! The home has fresh interior paint, new flooring; copper plumbing; updated electrical; newer water heater. Brand new house & garage roofs with 15-year transferable warranty.  Fully fenced, including driveway. Near to North Seattle College, Northgate, Green Lake & easy access to 99 and I5. DADU potential w/alley access. Welcome home! Show less"
PAST SALE,September-22-2023,Single Family Residential,1412 N 46th St,Seattle,WA,98103,900000,2.0,1.5,Wallingford,1860,3333.0,1924.0,,484,,Sold,,,https://www.redfin.com/WA/Seattle/1412-N-46th-St-98103/home/117327,NWMLS as Distributed by MLS Grid,2150815.0,N,Y,47.6623394,-122.33998999999999,"Charming & undeniably special, you'll fall in love w/ this bungalow tucked away on a quiet street blocks from some of the Wallingford’s best restaurants & boutiques. Meticulously maintained, featuring an open & bright floorplan w/ spacious living & dining rooms, hardwood floors, cozy fireplace, large kitchen & delightful breakfast nook. Two generous bedrooms & a full bath complete the main floor. A large partially finished basement w/ 1/2 bath & great ceiling height offers endless possibilities. Outside, the street appeal is complimented by a beautifully landscaped & fully fenced backyard. 1-car garage. All in a fantastic location, a short stroll from shops, restaurants, cafes, Woodland Park Zoo & Green Lake, w/ easy access to I-5 & 99. Show less"
PAST SALE,October-27-2023,Condo/Co-op,731 N 94th St #4,Seattle,WA,98103,410000,2.0,2.0,Greenwood,843,,1987.0,,486,450.0,Sold,,,https://www.redfin.com/WA/Seattle/731-N-94th-St-98103/unit-4/home/50761,NWMLS as Distributed by MLS Grid,2167654.0,N,Y,47.6966491,-122.3486497,"Welcome home to this move-in ready, recently updated, spacious two-bedroom, two-bathroom condo in the heart of Greenwood! Recent unit upgrades include- full kitchen remodel with new stainless-steel appliances, new laminate hardwood floors and bedroom carpet, new W&D, bathroom upgrades, plus, new windows and paint! Recent exterior upgrades include new roof, garage door, siding & paint. No Special Assessments! Secure garage parking. Centrally located, close to Green Lake, Northgate, Ballard & Downtown. Cats Only. Rental Cap of 3, not currently met. Must occupy for 1 year before renting. See supplements for more Rental/Pet info AND Upgrades & Features Sheet. Seller's Procured Inspection Report + Resale Certificate available after showing. Show less"
PAST SALE,July-20-2023,Condo/Co-op,6801 Greenwood Ave N #105,Seattle,WA,98103,515000,1.0,1.0,Phinney Ridge,737,,2007.0,,699,446.0,Sold,,,https://www.redfin.com/WA/Seattle/6801-Greenwood-Ave-N-98103/unit-105/home/17383163,NWMLS as Distributed by MLS Grid,2127918.0,N,Y,47.6788714,-122.3556487,"Rare opportunity for a bright & airy condo w/ private yard in highly desirable Phinney Ridge neighborhood! Beautiful 1 bedroom unit lives large w/ soaring 12’ ceilings, open floor plan, & roomy bath. Fully fenced backyard doubles the living/entertainment space creating an outdoor oasis! Ideal for pet owners & buyers craving indoor/outdoor living. Secure, vibrant & well-managed building. Plenty of space w/ large closets, storage unit & garage parking. The well-maintained gym is steps away. Charming building amidst endless amenities, including yoga, a bakery, popular restaurants, farmers market, shops, grocery & hardware store. Walkability & bike scores of 92 & 82, respectively. A unique haven in a bustling urban setting — very hard to find! Show less"
PAST SALE,May-26-2023,Condo/Co-op,8760 Greenwood Ave N Unit N405,Seattle,WA,98103,398500,1.0,1.0,Greenwood,832,,1998.0,,479,406.0,Sold,,,https://www.redfin.com/WA/Seattle/8760-Greenwood-Ave-N-98103/unit-N405/home/56214,NWMLS as Distributed by MLS Grid,2062567.0,N,Y,47.694001799999995,-122.35504569999999,"Light, bright, & centrally located - this beautifully updated 1 bedroom condo truly has it all! A large kitchen w/ all new SS appliances overlooks the living room & oversized balcony. The unit & balcony are on the quiet side of the building. Tall ceilings throughout, W/D in unit, gas fireplace, large walk-in closet, large bathroom, & even includes a storage unit in the building. New carpet, paint, and water heater! A secure building with a lobby, gated garage parking, and elevator. Perfectly located in Greenwood (Walk Score 92!) near restaurants, breweries, cafes, groceries, parks, & transportation. Low dues & a solid HOA make this the perfect place to call home! Show less"
PAST SALE,May-30-2023,Townhouse,3906 Whitman Ave N,Seattle,WA,98103,816500,2.0,2.5,Fremont,1180,1197.0,2008.0,,692,,Sold,,,https://www.redfin.com/WA/Seattle/3906-Whitman-Ave-N-98103/home/12539002,NWMLS as Distributed by MLS Grid,2059857.0,N,Y,47.6544121,-122.34571240000001,"Spacious and light-filled Fremont end unit townhome on a quiet street. 2 bedrooms, each with an ensuite bathroom, plus a bonus room/flex space on the 1st floor. Ductless mini splits in both bedrooms. New engineered hardwoods, carpet, & paint throughout. Sleek kitchen w/stainless appliances & slab quartz countertops. The living room is spacious and cozy with a gas fireplace. Ground level patio and a deck adjacent to the kitchen. Large 1 car garage with extra space for storage. Perfect location on a quiet street, easy access to fantastic restaurants, parks, shopping, and public transportation. No HOA dues! Offer review date Tuesday May 2 at 1pm. Show less"
PAST SALE,March-31-2023,Single Family Residential,5910 Dayton Ave N,Seattle,WA,98103,950000,2.0,2.0,Phinney Ridge,1910,3250.0,1918.0,,497,,Sold,,,https://www.redfin.com/WA/Seattle/5910-Dayton-Ave-N-98103/home/299552,NWMLS as Distributed by MLS Grid,2038359.0,N,Y,47.6721874,-122.3526665,"Adorable craftsman in prime, top-of-the-hill Phinney Ridge location! Don’t let the size fool you; this home lives large with an updated, spacious & charming kitchen that opens to the entry and dining area. Updated main bathroom and added 3/4 bath. Fresh paint & beautiful hardwoods throughout. Unlock potential in the unfinished 770sf basement, including a vintage built-in. Sit outside & sip a beverage on the cozy back deck or covered front porch. Mature landscape & shed/garage with off-street parking for multiple vehicles. Steps away from everything you’d want, including Greenlake, great restaurants, large parks, pubs, shops & even zoo tunes! Easy access to transit & downtown. Cute house, fabulous location! Show less"
PAST SALE,June-5-2023,Condo/Co-op,1109 N Allen Pl #102,Seattle,WA,98103,440000,1.0,1.0,Wallingford,679,,1984.0,,648,231.0,Sold,,,https://www.redfin.com/WA/Seattle/1109-N-Allen-Pl-98103/unit-102/home/59211,NWMLS as Distributed by MLS Grid,2061836.0,N,Y,47.6604575,-122.34405659999999,"Spacious, open living in the heart of Wallingford! Fantastic central location close to Green Lake, Fremont & U-District. Modern, laminate flooring throughout. Updated kitchen with newer, stainless steel stove & dishwasher. Large bedroom with abundant storage + remodeled bath. Private deck overlooking tree-lined street. W/D in unit. Convenient outside entry, single-level living. Enjoy everything in Wallingford + some of the city’s best cafes, pubs, & shopping! 90 Bike/92 Walk Score 90 = easy trips to Gasworks Park, UW, SLU, Burke Gilman trail. Close to public transit & easy thoroughfares makes work & play a breeze. Community outdoor space, large storage locker & parking in secure garage. New Roof. Pet friendly, NO RENTAL CAP! Show less"
PAST SALE,March-14-2023,Condo/Co-op,411 N 90th St #210,Seattle,WA,98103,315000,1.0,1.0,Greenwood,495,,1987.0,,636,354.0,Sold,,,https://www.redfin.com/WA/Seattle/411-N-90th-St-98103/unit-210/home/42909,NWMLS as Distributed by MLS Grid,2036189.0,N,Y,47.694002600000005,-122.3535756,"Cozy one bed, one bath condo in the heart of Greenwood. All new carpeting in the bedroom and living room, as well as new vinyl plank flooring in the entrance, kitchen, and bathroom. Freshly painted walls and doors, plus all new baseboards throughout. Brand new Samsung appliances including range, fridge, microwave and dishwasher. New kitchen faucet, garbage disposal, and kitchen ceiling light. Bathroom has new sink, medicine cabinet, and shelving. Unit includes one dedicated, oversized parking space in secure parking garage. Covered deck prevents weathering and offers tremendous privacy. Pet friendly. Well run and funded HOA. Building upgrades over the past year include new elevator, plus new carpeting and paint in hallways. Show less"
PAST SALE,August-7-2023,Single Family Residential,7012 Linden Ave N,Seattle,WA,98103,616000,2.0,1.0,Phinney Ridge,1560,3052.0,1924.0,,395,,Sold,,,https://www.redfin.com/WA/Seattle/7012-Linden-Ave-N-98103/home/300857,NWMLS as Distributed by MLS Grid,2132356.0,N,Y,47.680029100000006,-122.34696799999999,"Steps to Greenlake, this charming bungalow awaits your restorative touch. The spacious living room with Fireplace greets you. The roomy and fresh kitchen has ample counter space and is bright and sunny. Two bedrooms on the main level. The lower level features a large laundry room, and room to expand your living space. Two off-street parking spaces to the rear. You can't beat this walkable, bikeable, transit friendly location, with easy access to 99, SLU/DT, The PCC, and all the incredible offerings of Phinney Ridge and Greenlake! Zoned LR2 (M) for future development opportunities; wood floors under carpet in living room, possibly Bedrooms, buyer to verify all information. Show less"
